# 070712 hashmap of PDBv2 naming to PDBv3 naming scheme 
 HH1 NDH, HH1 NDH
 H3  NDH, H3  NDH
 H4  NDH, H4  NDH
 H8  NDH, H8  NDH
 H5  NDH, H5  NDH
 H6  NDH, H6  NDH
 H7  NDH, H7  NDH
HOXT NDL,HOXT NDL
 H6  NDL, H6  NDL
 H5  NDL, H5  NDL
 H4  NDL, H4  NDL
 H3  NDL, H3  NDL
 H8  NDL, H8  NDL
 HN9 NDL, HN9 NDL
 H10 NDL, H10 NDL
H121 NDL,1H12 NDL
H122 NDL,2H12 NDL
H111 NDL,1H11 NDL
H112 NDL,2H11 NDL
H141 NDL,1H14 NDL
H142 NDL,2H14 NDL
H131 NDL,1H13 NDL
H132 NDL,2H13 NDL
H133 NDL,3H13 NDL
HN17 NDL,HN17 NDL
 H18 NDL, H18 NDL
H191 NDL,1H19 NDL
H192 NDL,2H19 NDL
H201 NDL,1H20 NDL
H202 NDL,2H20 NDL
H211 NDL,1H21 NDL
H212 NDL,2H21 NDL
H221 NDL,1H22 NDL
H222 NDL,2H22 NDL
H231 NDL,1H23 NDL
H232 NDL,2H23 NDL
HN26 NDL,HN26 NDL
 H27 NDL, H27 NDL
H281 NDL,1H28 NDL
H282 NDL,2H28 NDL
H291 NDL,1H29 NDL
H292 NDL,2H29 NDL
H301 NDL,1H30 NDL
H302 NDL,2H30 NDL
HN31 NDL,HN31 NDL
H331 NDL,1H33 NDL
H332 NDL,2H33 NDL
HN34 NDL,HN34 NDL
HN37 NDL,HN37 NDL
 H38 NDL, H38 NDL
H391 NDL,1H39 NDL
H392 NDL,2H39 NDL
H401 NDL,1H40 NDL
H402 NDL,2H40 NDL
H411 NDL,1H41 NDL
H412 NDL,2H41 NDL
HN42 NDL,HN42 NDL
HN44 NDL,HN44 NDL
H451 NDL,1H45 NDL
H452 NDL,2H45 NDL
HN91 NDM,1HN9 NDM
HN92 NDM,2HN9 NDM
HN93 NDM,3HN9 NDM
 H22 NDM,2H2  NDM
HN21 NDM,1HN2 NDM
HN22 NDM,2HN2 NDM
HN11 NDM,1HN1 NDM
 H66 NDM,6H6  NDM
HN71 NDM,1HN7 NDM
HN72 NDM,2HN7 NDM
HN73 NDM,3HN7 NDM
HC81 NDM,1HC8 NDM
 HN1 NDM, HN1 NDM
 HO1 NDM, HO1 NDM
HOA2 NDO,2HOA NDO
H51A NDO,AH51 NDO
H52A NDO,AH52 NDO
 H4B NDO,AH4* NDO
 H3B NDO,AH3* NDO
HO3A NDO,AHO3 NDO
 H2B NDO,AH2* NDO
 H1B NDO,AH1* NDO
 H8A NDO, AH8 NDO
HO6A NDO,AHO6 NDO
 H2A NDO, AH2 NDO
H51N NDO,NH51 NDO
H52N NDO,NH52 NDO
 H4D NDO,NH4* NDO
 H3D NDO,NH3* NDO
HO3N NDO,NHO3 NDO
 H2D NDO,NH2* NDO
HO2N NDO,NHO2 NDO
 H1D NDO,NH1* NDO
 H2N NDO, NH2 NDO
H71N NDO,NH71 NDO
H72N NDO,NH72 NDO
 H4N NDO, NH4 NDO
 H5N NDO, NH5 NDO
 H6N NDO, NH6 NDO
HOP2 NDO,2HOP NDO
HOP3 NDO,3HOP NDO
HOA2 NDP,2HOA NDP
H51A NDP,AH51 NDP
H52A NDP,AH52 NDP
 H4B NDP,AH4* NDP
 H3B NDP,AH3* NDP
HO3A NDP,AHO3 NDP
 H2B NDP,AH2* NDP
 H1B NDP,AH1* NDP
 H8A NDP, AH8 NDP
H61A NDP,AH61 NDP
H62A NDP,AH62 NDP
 H2A NDP, AH2 NDP
H21N NDP,NH21 NDP
H51N NDP,NH51 NDP
H52N NDP,NH52 NDP
 H4D NDP,NH4* NDP
 H3D NDP,NH3* NDP
HO3N NDP,NHO3 NDP
 H2D NDP,NH2* NDP
HO2N NDP,NHO2 NDP
 H1D NDP,NH1* NDP
 H2N NDP, NH2 NDP
H71N NDP,NH71 NDP
H72N NDP,NH72 NDP
H41N NDP,NH41 NDP
H42N NDP,NH42 NDP
 H5N NDP, NH5 NDP
 H6N NDP, NH6 NDP
HOP2 NDP,2HOP NDP
HOP3 NDP,3HOP NDP
H201 NDR,1H20 NDR
H202 NDR,2H20 NDR
 H19 NDR, H19 NDR
H151 NDR,1H15 NDR
H152 NDR,2H15 NDR
H181 NDR,1H18 NDR
H182 NDR,2H18 NDR
 H91 NDR,1H9  NDR
 H92 NDR,2H9  NDR
H131 NDR,1H13 NDR
H132 NDR,2H13 NDR
 H61 NDR,1H6  NDR
 H62 NDR,2H6  NDR
 H71 NDR,1H7  NDR
 H72 NDR,2H7  NDR
 H73 NDR,3H7  NDR
 H12 NDR, H12 NDR
H101 NDR,1H10 NDR
H102 NDR,2H10 NDR
 H41 NDR,1H4  NDR
 H42 NDR,2H4  NDR
 H16 NDR, H16 NDR
 H41 NDS,1H4  NDS
 H42 NDS,2H4  NDS
 H31 NDS,1H3  NDS
 H32 NDS,2H3  NDS
 H21 NDS,1H2  NDS
 H22 NDS,2H2  NDS
 H11 NDS,1H1  NDS
 H12 NDS,2H1  NDS
 H13 NDS,3H1  NDS
 H71 NDS,1H7  NDS
 H72 NDS,2H7  NDS
 H73 NDS,3H7  NDS
 H51 NDS,1H5  NDS
 H52 NDS,2H5  NDS
 H61 NDS,1H6  NDS
 H62 NDS,2H6  NDS
 H63 NDS,3H6  NDS
 H5  NDT, H5  NDT
 H6  NDT, H6  NDT
 H7  NDT, H7  NDT
 H8  NDT, H8  NDT
 H2  NDT, H2  NDT
 HO1 NDT, HO1 NDT
 H16 NDT, H16 NDT
 H17 NDT, H17 NDT
 H19 NDT, H19 NDT
 H20 NDT, H20 NDT
H211 NDT,1H21 NDT
H212 NDT,2H21 NDT
H213 NDT,3H21 NDT
 H11 NE1, H11 NE1
 H12 NE1, H12 NE1
 H3  NE1, H3  NE1
 H5  NE1, H5  NE1
HO15 NE1,HO15 NE1
 H8  NE2, H8  NE2
 H11 NE2, H11 NE2
 H12 NE2, H12 NE2
 H2  NE2, H2  NE2
 H4  NE2, H4  NE2
HO15 NE2,HO15 NE2
H151 NE8,1H15 NE8
H152 NE8,2H15 NE8
H141 NE8,1H14 NE8
H142 NE8,2H14 NE8
H231 NE8,1H23 NE8
H232 NE8,2H23 NE8
 HN8 NE8, HN8 NE8
 H2  NE8, H2  NE8
 H11 NE8, H11 NE8
 H12 NE8, H12 NE8
 H17 NE8, H17 NE8
 H18 NE8, H18 NE8
 H19 NE8, H19 NE8
 H20 NE8, H20 NE8
 H21 NE8, H21 NE8
 HN1 NEA,1HN  NEA
 HN2 NEA,2HN  NEA
 HB1 NEA,1HB  NEA
 HB2 NEA,2HB  NEA
 HG1 NEA,1HG  NEA
 HG2 NEA,2HG  NEA
H5'1 NEA,1H5* NEA
H5'2 NEA,2H5* NEA
 H4' NEA, H4* NEA
 H3' NEA, H3* NEA
 H3T NEA, H3T NEA
 H2' NEA, H2* NEA
HO'2 NEA,2HO* NEA
 H1' NEA, H1* NEA
 H8  NEA, H8  NEA
 H61 NEA,1H6  NEA
 H62 NEA,2H6  NEA
 H2  NEA, H2  NEA
 H1  NEB, H1  NEB
 H11 NEB,1H1  NEB
 H12 NEB,2H1  NEB
 H13 NEB,3H1  NEB
 H21 NEB,1H2  NEB
 H22 NEB,2H2  NEB
 H3  NEB, H3  NEB
 H31 NEB,1H3  NEB
 H32 NEB,2H3  NEB
 H4  NEB, H4  NEB
 HO4 NEB, HO4 NEB
 H5  NEB, H5  NEB
 HO5 NEB, HO5 NEB
 H6  NEB, H6  NEB
 HO6 NEB, HO6 NEB
 HN5 NEC, HN5 NEC
H511 NEC,1H51 NEC
H512 NEC,2H51 NEC
H521 NEC,1H52 NEC
H522 NEC,2H52 NEC
H523 NEC,3H52 NEC
 H4' NEC, H4* NEC
 H3' NEC, H3* NEC
HO3' NEC,*HO3 NEC
 H2' NEC, H2* NEC
HO2' NEC,*HO2 NEC
 H1' NEC, H1* NEC
 H8  NEC, H8  NEC
HN61 NEC,1HN6 NEC
HN62 NEC,2HN6 NEC
 H2  NEC, H2  NEC
 H1  NED, H1  NED
 HO1 NED, HO1 NED
 H2  NED, H2  NED
 H21 NED,1H2  NED
 H22 NED,2H2  NED
 H23 NED,3H2  NED
 H3  NED, H3  NED
 HO3 NED, HO3 NED
 H4  NED, H4  NED
 HO4 NED, HO4 NED
 H5  NED, H5  NED
 H61 NED,1H6  NED
 H62 NED,2H6  NED
HN61 NED,1HN6 NED
HN62 NED,2HN6 NED
 H63 NED,3H6  NED
 HO1 NEG, HO1 NEG
 H71 NEG,1H7  NEG
 H72 NEG,2H7  NEG
 H91 NEG,1H9  NEG
 H92 NEG,2H9  NEG
 H93 NEG,3H9  NEG
 HN2 NEG, HN2 NEG
 H51 NEG,1H5  NEG
 H52 NEG,2H5  NEG
 H4  NEG, H4  NEG
HN41 NEG,1HN4 NEG
HN42 NEG,2HN4 NEG
 H31 NEG,1H3  NEG
 H32 NEG,2H3  NEG
 H2  NEG, H2  NEG
 HO3 NEG, HO3 NEG
 H11 NEG,1H1  NEG
 H12 NEG,2H1  NEG
HN11 NEG,1HN1 NEG
HN12 NEG,2HN1 NEG
 H   NEH, H   NEH
 HA2 NEH,2HA  NEH
 HA3 NEH,3HA  NEH
 HB1 NEH,1HB  NEH
 HB2 NEH,2HB  NEH
 HB3 NEH,3HB  NEH
 HN1 NEH, HN1 NEH
H521 NEI,1H52 NEI
H522 NEI,2H52 NEI
H523 NEI,3H52 NEI
H511 NEI,1H51 NEI
H512 NEI,2H51 NEI
HN5' NEI,HN5* NEI
 H4' NEI, H4* NEI
 H3' NEI, H3* NEI
HO3' NEI,HO3* NEI
 H2' NEI, H2* NEI
HO2' NEI,HO2* NEI
 H1' NEI, H1* NEI
 H8  NEI, H8  NEI
HN61 NEI,1HN6 NEI
HN62 NEI,2HN6 NEI
 H   NEM, H   NEM
 HN2 NEM, HN2 NEM
 HA  NEM, HA  NEM
 HB1 NEM,1HB  NEM
 HB2 NEM,2HB  NEM
 HD2 NEM, HD2 NEM
 HE1 NEM, HE1 NEM
 HM1 NEM,1HM  NEM
 HM2 NEM,2HM  NEM
 HM3 NEM,3HM  NEM
 HXT NEM, HXT NEM
 H11 NEN,1H1  NEN
 H12 NEN,2H1  NEN
 H41 NEN,1H4  NEN
 H42 NEN,2H4  NEN
 H51 NEN,1H5  NEN
 H52 NEN,2H5  NEN
 H61 NEN,1H6  NEN
 H62 NEN,2H6  NEN
 H63 NEN,3H6  NEN
 HN2 NEO, HN2 NEO
 H7  NEO, H7  NEO
H131 NEO,1H13 NEO
H132 NEO,2H13 NEO
 H16 NEO, H16 NEO
 H21 NEO, H21 NEO
 H26 NEO, H26 NEO
 H22 NEO, H22 NEO
H281 NEO,1H28 NEO
H282 NEO,2H28 NEO
 H24 NEO, H24 NEO
 H   NEP, H   NEP
 H2  NEP, HN2 NEP
 HA  NEP, HA  NEP
 HB2 NEP,1HB  NEP
 HB3 NEP,2HB  NEP
 HD2 NEP, HD2 NEP
 HE1 NEP, HE1 NEP
HOP1 NEP,1HOP NEP
HOP2 NEP,2HOP NEP
 HXT NEP, HXT NEP
 H21 NEQ,1H2  NEQ
 H31 NEQ,1H3  NEQ
 H51 NEQ,1H5  NEQ
 H52 NEQ,2H5  NEQ
 H61 NEQ,1H6  NEQ
 H62 NEQ,2H6  NEQ
 H63 NEQ,3H6  NEQ
 HO1 NER, HO1 NER
 H21 NER,1H2  NER
 H22 NER,2H2  NER
 H31 NER,1H3  NER
 H32 NER,2H3  NER
 H41 NER,1H4  NER
 H42 NER,2H4  NER
 H51 NER,1H5  NER
 H52 NER,2H5  NER
 H61 NER,1H6  NER
 H62 NER,2H6  NER
 H71 NER,1H7  NER
 H72 NER,2H7  NER
 H81 NER,1H8  NER
 H82 NER,2H8  NER
 H91 NER,1H9  NER
 H92 NER,2H9  NER
H101 NER,1H10 NER
H102 NER,2H10 NER
H111 NER,1H11 NER
H112 NER,2H11 NER
H121 NER,1H12 NER
H122 NER,2H12 NER
H131 NER,1H13 NER
H132 NER,2H13 NER
H141 NER,1H14 NER
H142 NER,2H14 NER
 H15 NER, H15 NER
 H16 NER, H16 NER
H171 NER,1H17 NER
H172 NER,2H17 NER
H181 NER,1H18 NER
H182 NER,2H18 NER
H191 NER,1H19 NER
H192 NER,2H19 NER
H201 NER,1H20 NER
H202 NER,2H20 NER
H211 NER,1H21 NER
H212 NER,2H21 NER
H221 NER,1H22 NER
H222 NER,2H22 NER
H231 NER,1H23 NER
H232 NER,2H23 NER
H241 NER,1H24 NER
H242 NER,2H24 NER
H243 NER,3H24 NER
 HN4 NES, HN4 NES
HC71 NES,1HC7 NES
HC72 NES,2HC7 NES
HC81 NES,1HC8 NES
HC82 NES,2HC8 NES
 HXT NES, HXT NES
 HO1 NES, HO1 NES
HC21 NES,1HC2 NES
HC22 NES,2HC2 NES
HC41 NES,1HC4 NES
HC42 NES,2HC4 NES
 HO5 NES, HO5 NES
HC61 NES,1HC6 NES
HC62 NES,2HC6 NES
 HO7 NES, HO7 NES
 H11 NET,1H1  NET
 H12 NET,2H1  NET
 H21 NET,1H2  NET
 H22 NET,2H2  NET
 H23 NET,3H2  NET
 H31 NET,1H3  NET
 H32 NET,2H3  NET
 H41 NET,1H4  NET
 H42 NET,2H4  NET
 H43 NET,3H4  NET
 H51 NET,1H5  NET
 H52 NET,2H5  NET
 H61 NET,1H6  NET
 H62 NET,2H6  NET
 H63 NET,3H6  NET
 H71 NET,1H7  NET
 H72 NET,2H7  NET
 H81 NET,1H8  NET
 H82 NET,2H8  NET
 H83 NET,3H8  NET
 HN2 NEU, HN2 NEU
 H7  NEU, H7  NEU
H131 NEU,1H13 NEU
H132 NEU,2H13 NEU
 H16 NEU, H16 NEU
 H21 NEU, H21 NEU
 H26 NEU, H26 NEU
 H22 NEU, H22 NEU
H281 NEU,1H28 NEU
H282 NEU,2H28 NEU
 H24 NEU, H24 NEU
 H2  NEV, H2  NEV
 H3  NEV, H3  NEV
 HN5 NEV, HN5 NEV
 H7  NEV, H7  NEV
 H8  NEV, H8  NEV
 H9  NEV, H9  NEV
H121 NEV,1H12 NEV
H122 NEV,2H12 NEV
H123 NEV,3H12 NEV
 H14 NEV, H14 NEV
H151 NEV,1H15 NEV
H152 NEV,2H15 NEV
H161 NEV,1H16 NEV
H162 NEV,2H16 NEV
 HO2 NEW, HO2 NEW
 H11 NEW, H11 NEW
 H7  NEW, H7  NEW
 H2  NEW, H2  NEW
 H4  NEW, H4  NEW
 HO1 NEW, HO1 NEW
 H21 NEX,1H2  NEX
 H22 NEX,2H2  NEX
 H3  NEX, H3  NEX
 H41 NEX,1H4  NEX
 H42 NEX,2H4  NEX
 H8  NEX, H8  NEX
 H10 NEX, H10 NEX
 H11 NEX, H11 NEX
 H12 NEX, H12 NEX
 H14 NEX, H14 NEX
 H15 NEX, H15 NEX
H161 NEX,1H16 NEX
H162 NEX,2H16 NEX
H163 NEX,3H16 NEX
H171 NEX,1H17 NEX
H172 NEX,2H17 NEX
H173 NEX,3H17 NEX
H181 NEX,1H18 NEX
H182 NEX,2H18 NEX
H183 NEX,3H18 NEX
H191 NEX,1H19 NEX
H192 NEX,2H19 NEX
H193 NEX,3H19 NEX
H201 NEX,1H20 NEX
H202 NEX,2H20 NEX
H203 NEX,3H20 NEX
 HO3 NEX, HO3 NEX
 HO4 NEX, HO4 NEX
H221 NEX,1H22 NEX
H222 NEX,2H22 NEX
 H23 NEX, H23 NEX
H241 NEX,1H24 NEX
H242 NEX,2H24 NEX
 H27 NEX, H27 NEX
 H28 NEX, H28 NEX
 H30 NEX, H30 NEX
 H31 NEX, H31 NEX
 H32 NEX, H32 NEX
 H34 NEX, H34 NEX
 H35 NEX, H35 NEX
H361 NEX,1H36 NEX
H362 NEX,2H36 NEX
H363 NEX,3H36 NEX
H371 NEX,1H37 NEX
H372 NEX,2H37 NEX
H373 NEX,3H37 NEX
H381 NEX,1H38 NEX
H382 NEX,2H38 NEX
H383 NEX,3H38 NEX
H391 NEX,1H39 NEX
H392 NEX,2H39 NEX
H393 NEX,3H39 NEX
H401 NEX,1H40 NEX
H402 NEX,2H40 NEX
H403 NEX,3H40 NEX
 H1  NEX, H1  NEX
H141 NEZ,1H14 NEZ
H142 NEZ,2H14 NEZ
H231 NEZ,1H23 NEZ
H232 NEZ,2H23 NEZ
 HN8 NEZ, HN8 NEZ
 H2  NEZ, H2  NEZ
 H11 NEZ, H11 NEZ
 H12 NEZ, H12 NEZ
H151 NEZ,1H15 NEZ
H152 NEZ,2H15 NEZ
 H17 NEZ, H17 NEZ
 H18 NEZ, H18 NEZ
H241 NEZ,1H24 NEZ
H242 NEZ,2H24 NEZ
H243 NEZ,3H24 NEZ
 H20 NEZ, H20 NEZ
 H21 NEZ, H21 NEZ
H112  NF,2H11  NF
H122  NF,2H12  NF
 H91  NF,1H9   NF
 H81  NF,1H8   NF
 H71  NF,1H7   NF
 H61  NF,1H6   NF
 H51  NF,1H5   NF
 H41  NF,1H4   NF
H212  NF,2H21  NF
H222  NF,2H22  NF
H312  NF,2H31  NF
H322  NF,2H32  NF
H412  NF,2H41  NF
H422  NF,2H42  NF
H512  NF,2H51  NF
H522  NF,2H52  NF
H612  NF,2H61  NF
H622  NF,2H62  NF
H712  NF,2H71  NF
H722  NF,2H72  NF
H812  NF,2H81  NF
H822  NF,2H82  NF
H912  NF,2H91  NF
H922  NF,2H92  NF
 H93  NF,3H9   NF
 H83  NF,3H8   NF
 H73  NF,3H7   NF
 H63  NF,3H6   NF
 H53  NF,3H5   NF
 H43  NF,3H4   NF
 H3  NF2, H3  NF2
 H6  NF2, H6  NF2
 HM1 NF2,1HM  NF2
 HM2 NF2,2HM  NF2
 HM3 NF2,3HM  NF2
 H1' NF2, H1* NF2
 H2' NF2, H2* NF2
HO2' NF2,2HO* NF2
 H3' NF2, H3* NF2
HO3' NF2,H3T  NF2
 H4' NF2, H4* NF2
 H5' NF2,1H5* NF2
H5'' NF2,2H5* NF2
HOP2 NF2,2HOP NF2
HOP3 NF2,3HOP NF2
 H   NFA, H   NFA
 H2  NFA, HN2 NFA
 HA  NFA, HA  NFA
 HB2 NFA,1HB  NFA
 HB3 NFA,2HB  NFA
 HD1 NFA, HD1 NFA
 HD2 NFA, HD2 NFA
 HE1 NFA, HE1 NFA
 HE2 NFA, HE2 NFA
 HZ  NFA, HZ  NFA
HXT1 NFA,1HXT NFA
HXT2 NFA,2HXT NFA
 H3  NFB, H3  NFB
 H1  NFB, H1  NFB
 H3  NFC, H3  NFC
 H1  NFC, H1  NFC
 H1  NFG, H1  NFG
 H2  NFG, H2  NFG
 H3  NFG, H3  NFG
H3O1 NFG,1H3O NFG
 H4  NFG, H4  NFG
H4O1 NFG,1H4O NFG
 H5  NFG, H5  NFG
 H62 NFG,2H6  NFG
 H61 NFG,1H6  NFG
 H6  NFG, H6  NFG
 H13 NFG, H13 NFG
 H15 NFG, H15 NFG
 H16 NFG, H16 NFG
 H10 NFL, H10 NFL
 H12 NFL, H12 NFL
 H13 NFL, H13 NFL
 H14 NFL, H14 NFL
 HN2 NFL, HN2 NFL
 HO8 NFL, HO8 NFL
 H3  NFL, H3  NFL
 H4  NFL, H4  NFL
 H5  NFL, H5  NFL
 H4  NFN, H4  NFN
 H3  NFN, H3  NFN
 H5  NFN, H5  NFN
 H6  NFN, H6  NFN
 H7  NFN, H7  NFN
 H8  NFN, H8  NFN
 H16 NFN, H16 NFN
H191 NFN,1H19 NFN
H192 NFN,2H19 NFN
H193 NFN,3H19 NFN
H201 NFN,1H20 NFN
H202 NFN,2H20 NFN
H203 NFN,3H20 NFN
 H13 NFN, H13 NFN
 H12 NFN, H12 NFN
 HN1 NFN, HN1 NFN
H171 NFN,1H17 NFN
H172 NFN,2H17 NFN
H181 NFN,1H18 NFN
H182 NFN,2H18 NFN
H183 NFN,3H18 NFN
 H3  NFO, H3  NFO
 H1  NFO, H1  NFO
 H11 NFP,1H1  NFP
 H12 NFP,2H1  NFP
 H13 NFP,3H1  NFP
 H21 NFP,1H2  NFP
 H22 NFP,2H2  NFP
 H3  NFP, H3  NFP
 HN1 NFP,1HN  NFP
 HN2 NFP,2HN  NFP
 H41 NFP,1H4  NFP
 H42 NFP,2H4  NFP
 H51 NFP,1H5  NFP
 H52 NFP,2H5  NFP
 H2' NFP, H2' NFP
 H3' NFP, H3' NFP
 H4' NFP, H4' NFP
 H5' NFP, H5' NFP
 H6' NFP, H6' NFP
 H3  NFR, H3  NFR
 H1  NFR, H1  NFR
 H08 NFT, H08 NFT
 H10 NFT, H10 NFT
 H11 NFT, H11 NFT
 H07 NFT, H07 NFT
 H15 NFT, H15 NFT
HN26 NFT,HN26 NFT
H411 NFT,1H41 NFT
H412 NFT,2H41 NFT
HN24 NFT,HN24 NFT
 H17 NFT, H17 NFT
H181 NFT,1H18 NFT
H182 NFT,2H18 NFT
 H19 NFT, H19 NFT
H201 NFT,1H20 NFT
H202 NFT,2H20 NFT
H203 NFT,3H20 NFT
H211 NFT,1H21 NFT
H212 NFT,2H21 NFT
H213 NFT,3H21 NFT
 H47 NFT, H47 NFT
 H48 NFT, H48 NFT
 H51 NFT, H51 NFT
 H52 NFT, H52 NFT
H631 NFT,1H63 NFT
H632 NFT,2H63 NFT
H441 NFT,1H44 NFT
H442 NFT,2H44 NFT
H451 NFT,1H45 NFT
H452 NFT,2H45 NFT
HN41 NFZ,1HN4 NFZ
HN42 NFZ,2HN4 NFZ
 HN3 NFZ, HN3 NFZ
 H5  NFZ, H5  NFZ
 H4  NFZ, H4  NFZ
 H2  NFZ, H2  NFZ
 HP1 NG1, HP1 NG1
 HP2 NG1, HP2 NG1
 H1  NG1, H1  NG1
 H2  NG1, H2  NG1
 H3  NG1, H3  NG1
 H4  NG1, H4  NG1
 H5  NG1, H5  NG1
 H61 NG1,1H6  NG1
 H62 NG1,2H6  NG1
 H81 NG1,1H8  NG1
 H82 NG1,2H8  NG1
 H83 NG1,3H8  NG1
 HN2 NG1, HN2 NG1
 HO3 NG1, HO3 NG1
 HO4 NG1, HO4 NG1
 HO6 NG1, HO6 NG1
 H1  NG6, H1  NG6
 H2  NG6, H2  NG6
 H3  NG6, H3  NG6
 H4  NG6, H4  NG6
 H5  NG6, H5  NG6
 H61 NG6,1H6  NG6
 H62 NG6,2H6  NG6
 H81 NG6,1H8  NG6
 H82 NG6,2H8  NG6
 H83 NG6,3H8  NG6
 HN  NG6, HN  NG6
 HO1 NG6, HO1 NG6
 HO3 NG6, HO3 NG6
 HO4 NG6, HO4 NG6
HOS3 NG6,3HOS NG6
 H1  NGA, H1  NGA
 H2  NGA, H2  NGA
 H3  NGA, H3  NGA
 H4  NGA, H4  NGA
 H5  NGA, H5  NGA
 H61 NGA,1H6  NGA
 H62 NGA,2H6  NGA
 H81 NGA,1H8  NGA
 H82 NGA,2H8  NGA
 H83 NGA,3H8  NGA
 HN2 NGA, HN2 NGA
 HO1 NGA, HO1 NGA
 HO3 NGA, HO3 NGA
 HO4 NGA, HO4 NGA
 HO6 NGA, HO6 NGA
 H8A NGD, H8A NGD
H2A1 NGD,1H2A NGD
H2A2 NGD,2H2A NGD
HN1A NGD,HN1A NGD
 H1' NGD, H1* NGD
 H2' NGD, H2* NGD
 HO2 NGD, HO2 NGD
 H3' NGD, H3* NGD
 HO3 NGD, HO3 NGD
 H4' NGD, H4* NGD
 H51 NGD,1H5  NGD
 H52 NGD,2H5  NGD
HO1A NGD,HO1A NGD
HO2B NGD,HO2B NGD
H5'1 NGD,1H5* NGD
H5'2 NGD,2H5* NGD
HC4' NGD,HC4* NGD
HC3' NGD,HC3* NGD
HO3' NGD,HO3* NGD
HC2' NGD,HC2* NGD
HO2' NGD,HO2* NGD
HC1' NGD,HC1* NGD
 H6  NGD, H6  NGD
 H5  NGD, H5  NGD
 H4  NGD, H4  NGD
 H2  NGD, H2  NGD
HN71 NGD,1HN7 NGD
HN72 NGD,2HN7 NGD
 H1  NGH, H1  NGH
 H2  NGH, H2  NGH
 H4  NGH, H4  NGH
 H5  NGH, H5  NGH
 H71 NGH,1H7  NGH
 H72 NGH,2H7  NGH
 H73 NGH,3H7  NGH
 H91 NGH,1H9  NGH
 H92 NGH,2H9  NGH
H101 NGH,1H10 NGH
H102 NGH,2H10 NGH
 HN1 NGH, HN1 NGH
 HO4 NGH, HO4 NGH
 H12 NGH, H12 NGH
H131 NGH,1H13 NGH
H132 NGH,2H13 NGH
H133 NGH,3H13 NGH
H141 NGH,1H14 NGH
H142 NGH,2H14 NGH
H143 NGH,3H14 NGH
 H1  NGK, H1  NGK
 H2  NGK, H2  NGK
 H3  NGK, H3  NGK
 H4  NGK, H4  NGK
 H5  NGK, H5  NGK
H6C1 NGK,1H6C NGK
H6C2 NGK,2H6C NGK
H8C1 NGK,1H8C NGK
H8C2 NGK,2H8C NGK
H8C3 NGK,3H8C NGK
 H   NGK, H   NGK
 HA  NGK, HA  NGK
 HB  NGK, HB  NGK
 H6  NGK, H6  NGK
 H2S NGK, H2S NGK
 H1  NGL, H1  NGL
 H2  NGL, H2  NGL
 H3  NGL, H3  NGL
 H4  NGL, H4  NGL
 H5  NGL, H5  NGL
 H61 NGL,1H6  NGL
 H62 NGL,2H6  NGL
 H81 NGL,1H8  NGL
 H82 NGL,2H8  NGL
 H83 NGL,3H8  NGL
 HN  NGL, HN  NGL
 HO1 NGL, HO1 NGL
 HO3 NGL, HO3 NGL
 HO6 NGL, HO6 NGL
HOS3 NGL,3HOS NGL
 H3  NGM, H3  NGM
 H7  NGM, H7  NGM
 H81 NGM,1H8  NGM
 H82 NGM,2H8  NGM
 H10 NGM, H10 NGM
 H11 NGM, H11 NGM
H131 NGM,1H13 NGM
H132 NGM,2H13 NGM
H133 NGM,3H13 NGM
H151 NGM,1H15 NGM
H152 NGM,2H15 NGM
H153 NGM,3H15 NGM
H221 NGM,1H22 NGM
H222 NGM,2H22 NGM
H223 NGM,3H22 NGM
H231 NGM,1H23 NGM
H232 NGM,2H23 NGM
H233 NGM,3H23 NGM
H241 NGM,1H24 NGM
H242 NGM,2H24 NGM
H243 NGM,3H24 NGM
H251 NGM,1H25 NGM
H252 NGM,2H25 NGM
H253 NGM,3H25 NGM
H261 NGM,1H26 NGM
H262 NGM,2H26 NGM
H263 NGM,3H26 NGM
H271 NGM,1H27 NGM
H272 NGM,2H27 NGM
H273 NGM,3H27 NGM
H281 NGM,1H28 NGM
H282 NGM,2H28 NGM
H283 NGM,3H28 NGM
H291 NGM,1H29 NGM
H292 NGM,2H29 NGM
H293 NGM,3H29 NGM
 H30 NGM, H30 NGM
 H31 NGM, H31 NGM
 H32 NGM, H32 NGM
 H33 NGM, H33 NGM
 H1' NGM, H1* NGM
 H2' NGM, H2* NGM
 H4' NGM, H4* NGM
 H5' NGM, H5* NGM
 HO4 NGM, HO4 NGM
 HO6 NGM, HO6 NGM
 HO9 NGM, HO9 NGM
 H15 NGM, H15 NGM
 H16 NGM, H16 NGM
 HC1 NGO, HC1 NGO
 HC2 NGO, HC2 NGO
 HC3 NGO, HC3 NGO
 HC4 NGO, HC4 NGO
 HC5 NGO, HC5 NGO
HC61 NGO,1HC6 NGO
HC62 NGO,2HC6 NGO
HC81 NGO,1HC8 NGO
HC82 NGO,2HC8 NGO
HC83 NGO,3HC8 NGO
 HN  NGO, HN  NGO
 HO3 NGO, HO3 NGO
 HO4 NGO, HO4 NGO
 HO6 NGO, HO6 NGO
 H3  NGP, H3  NGP
 H7  NGP, H7  NGP
 H81 NGP,1H8  NGP
 H82 NGP,2H8  NGP
 H10 NGP, H10 NGP
 H11 NGP, H11 NGP
H131 NGP,1H13 NGP
H132 NGP,2H13 NGP
H133 NGP,3H13 NGP
H151 NGP,1H15 NGP
